42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,32,32,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,21,28,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,32,21,32,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,65,65,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,21,21,21,21,21,42,42,42,42,42,42,42,42,42,21,21,21,21,28,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,46,53,53,53,61,60,42,42,42,42,42,42,42,42,42,42,42,32,32,32,32,42,42,42,42,42,42,32,21,21,58,32,32,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,21,21,21,21,21,21,21,21,21,42,42,42,42,42,21,21,21,21,28,58,58,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,46,25,25,32,39,39,39,60,42,42,42,42,42,42,42,42,42,32,21,21,21,21,32,42,42,42,42,32,21,21,21,58,21,58,39,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,21,21,21,21,21,21,21,21,28,28,28,42,42,42,42,42,28,28,58,58,58,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,46,25,25,41,41,39,39,61,42,42,42,42,42,42,42,42,25,28,21,21,21,21,21,32,42,42,32,21,21,21,21,58,21,58,39,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,33,33,33,33,33,40,40,40,33,33,33,33,40,40,40,40,33,33,33,33,
44,44,44,44,42,42,42,42,42,42,42,42,42,42,21,21,21,21,21,21,21,28,28,28,58,58,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,53,25,32,32,39,60,42,42,42,42,42,42,42,42,42,25,28,21,21,21,21,21,21,32,32,28,21,21,21,21,58,21,58,39,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,33,33,33,33,33,40,65,65,40,33,33,33,65,65,40,65,33,33,33,33,
59,59,59,59,44,42,42,42,42,42,42,42,42,42,42,21,21,21,28,28,58,58,58,58,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,53,25,39,61,42,42,42,42,42,42,42,42,42,42,25,28,21,21,21,21,21,21,28,58,28,21,21,21,21,58,21,58,39,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,65,65,33,33,33,33,33,40,33,33,40,33,33,33,33,33,40,33,33,33,33,33,
59,41,41,59,59,44,42,42,42,42,42,42,42,42,42,42,42,28,58,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,46,46,46,53,53,60,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,47,25,32,61,42,42,42,42,42,42,42,42,42,42,25,28,21,21,21,21,21,21,28,58,28,21,21,21,21,58,21,58,39,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,33,33,33,33,33,33,33,40,33,33,40,33,33,33,33,33,40,33,33,33,33,33,
